iter	Passed	Remaining
169	97097	331272
170	97656	330662
171	98210	330034
172	98784	329470
173	99321	328789
174	99877	328169
175	100463	327648
176	100976	326890
177	101600	326492
178	102197	326004
179	102813	325574
180	103367	324949
181	103956	324434
182	104534	323884
183	105166	323502
184	105729	322902
185	106300	322331
186	106888	321807
187	107462	321244
188	107980	320514
189	108527	319870
190	109079	319242
191	109654	318682
192	110288	318294
193	110885	317796
194	111560	317516
195	112180	317081
196	112795	316629
197	113386	316108
198	113963	315547
199	114573	315077
200	115240	314762
201	115931	314507
202	116493	313901
203	117088	313384
204	117637	312744
205	118209	312164
206	118755	311517
207	119317	310915
208	119864	310270
209	120443	309711
210	121050	309222
211	121635	308679
212	122234	308168
213	122843	307682
214	123367	306984
215	123934	306394
216	124483	305759
217	125057	305186
218	125640	304634
219	126142	303888
220	126668	303203
221	127217	302571
222	127777	301967
223	128335	301358
224	128900	300767
225	129432	300101
226	130049	299628
227	130635	299086
228	131247	298602
229	131828	298047
230	132389	297447
231	132931	296803
232	133504	296231
233	134040	295575
234	134629	295039
235	135133	294316
236	135692	293713
237	136294	293204
238	136892	292686
239	137466	292116
240	138044	291555
241	138625	290999
242	139194	290417
243	139860	290039
244	140486	289575
245	141102	289087
246	141671	288504
247	142251	287944
248	142842	287406
249	143459	286919
250	144043	286365
251	144642	285841
252	145197	285229
253	145783	284679
254	146333	284058
255	146900	283471
256	147448	282848
257	148011	282253
258	148538	281592
259	149032	280869
260	149579	280246
261	150095	279567
262	150594	278856
263	151143	278240
264	151741	277716
265	152352	277211
266	152955	276693
267	153532	276128
268	154130	275601
269	154679	274985
270	155219	274355
271	155735	273681
272	156327	273144
273	156847	272478
274	157363	271808
275	157901	271178
276	158426	270526
277	158954	269879
278	159500	269264
279	160023	268610
280	160557	267977
281	161074	267315
282	161624	266709
283	162156	266073
284	162655	265384
285	163167	264719
286	163694	264079
287	164195	263396
288	164721	262756
289	165246	262115
290	165769	261471
291	166299	260840
292	166830	260210
293	167397	259636
294	168001	259121
295	168580	258565
296	169166	258020
297	169807	257560
298	170380	256995
299	170977	256466
300	171564	255921
301	172119	255328
302	172704	254782
303	173282	254222
304	173887	253705
305	174479	253166
306	175048	252594
307	175602	252000
308	176116	251350
309	176662	250746
310	177178	250100
311	177675	249429
312	178215	248818
313	178715	248153
314	179230	247508
315	179755	246878
316	180282	246253
317	180809	245628
318	181324	244987
319	181848	244358
320	182374	243733
321	182939	243161
322	183539	242635
323	184141	242112
324	184688	241515
325	185324	241035
326	185896	240471
327	186413	239836
328	186968	239251
329	187452	238576
330	188006	237990
331	188596	237449
332	189113	236817
333	189685	236255
334	190242	235674
335	190791	235082
336	191297	234438
337	191833	233832
338	192365	233221
339	192912	232629
340	193460	232039
341	193991	231428
342	194494	230785
343	195002	230148
344	195508	229510
345	196031	228892
346	196528	228245
347	197035	227609
348	197564	227000
349	198120	226423
350	198655	225822
351	199201	225233
352	199825	224732
353	200420	224198
354	201040	223693
355	201665	223191
356	202220	222612
357	202796	222056
358	203360	221487
359	203952	220948
360	204557	220423
361	205147	219881
362	205715	219316
363	206277	218744
364	206810	218142
365	207362	217561
366	207887	216950
367	208432	216361
368	208984	215780
369	209524	215187
370	210026	214555
371	210561	213958
372	211103	213367
373	211589	212721
374	212151	212151
375	212695	211563
376	213259	210997
377	213766	210373
378	214281	209758
379	214840	209186
380	215383	208599
381	215936	208022
382	216504	207460
383	217092	206915
384	217655	206348
385	218183	205748
386	218753	205187
387	219246	204554
388	219805	203983
389	220405	203450
390	221006	202919
391	221586	202367
392	222195	201841
393	222811	201322
394	223365	200746
395	223935	200184
396	224477	199598
397	225019	199011
398	225530	198398
399	226057	197800
400	226627	197239
401	227133	196623
402	227667	196031
403	228198	195437
404	228733	194847
405	229312	194294
406	229882	193733
407	230460	193179
408	231077	192658
409	231688	192132
410	232344	191642
411	232964	191121
412	233554	190575
413	234157	190041
414	234746	189494
415	235376	188980
416	235982	188446
417	236572	187899
418	237156	187347
419	237754	186807
420	238342	186258
421	238894	185681
422	239413	185078
423	239964	184500
424	240493	183906
425	241032	183320
426	241570	182733
427	242100	182141
428	242609	181532
429	243153	180951
430	243686	180362
431	244227	179778
432	244800	179218
433	245332	178629
434	245860	178036
435	246445	177485
436	247030	176935
437	247634	176396
438	248229	175852
439	248841	175319
440	249409	174756
441	249975	174191
442	250539	173624
443	251106	173060
444	251731	172534
445	252304	171974
446	252880	171415
447	253488	170878
448	254034	170299
449	254655	169770
450	255218	169202
451	255800	168647
452	256368	168082
453	256932	167515
454	257470	166931
455	258012	166350
456	258558	165771
457	259162	165230
458	259765	164688
459	260341	164128
460	260917	163568
461	261507	163017
462	262085	162459
463	262726	161939
464	263313	161385
465	263950	160862
466	264576	160332
467	265170	159782
468	265701	159194
469	266225	158602
470	266806	158044
471	267477	157539
472	268079	156993
473	268562	156378
474	269144	155820
475	269700	155248
476	270261	154678
477	270778	154083
478	271313	153498
479	271863	152923
480	272372	152324
481	272869	151720
482	273415	151142
483	273928	150547
484	274454	149959
485	274998	149381
486	275532	148798
487	276065	148215
488	276603	147635
489	277165	147067
490	277715	146493
491	278303	145939
492	278930	145406
493	279503	144843
494	280051	144268
495	280636	143712
496	281181	143136
497	281716	142555
498	282250	141973
499	282807	141403
500	283392	140847
501	283938	140272
502	284471	139691
503	285012	139113
504	285571	138544
505	286107	137964
506	286625	137376
507	287189	136810
508	287712	136225
509	288272	135657
510	288840	135093
511	289397	134524
512	289978	133966
513	290564	133410
514	291162	132860
515	291745	132303
516	292335	131748
517	292913	131189
518	293525	130644
519	294139	130100
520	294716	129539
521	295400	129025
522	296096	128516
523	296716	127972
524	297294	127412
525	297871	126850
526	298476	126300
527	298988	125710
528	299599	125163
529	300206	124613
530	300758	124041
531	301291	123461
532	301842	122888
533	302398	122318
534	302951	121746
535	303454	121155
536	303993	120578
537	304572	120017
538	305163	119460
539	305762	118907
540	306329	118341
541	306930	117788
542	307528	117234
543	308141	116686
544	308713	116121
545	309250	115543
546	309819	114978
547	310432	114429
548	311079	113892
549	311754	113365
550	312375	112818
551	312930	112246
552	313520	111687
553	314102	111126
554	314650	110552
555	315298	110014
556	315938	109472
557	316504	108904
558	317076	108339
559	317643	107772
560	318279	107227
561	318872	106669
562	319447	106104
563	320027	105540
564	320628	104984
565	321197	104417
566	321814	103866
567	322384	103299
568	322975	102739
569	323562	102177
570	324140	101613
571	324675	101035
572	325201	100454
573	325786	99892
574	326384	99334
575	327067	98801
576	327674	98245
577	328252	97680
578	328806	97108
579	329362	96537
580	329893	95958
581	330403	95374
582	330998	94814
583	331586	94252
584	332131	93678
585	332701	93110
586	333251	92538
587	333826	91972
588	334387	91403
589	334904	90821
590	335435	90244
591	336002	89676
592	336499	89090
593	337046	88517
594	337578	87940
595	338110	87364
596	338644	86788
597	339202	86218
598	339806	85660
599	340321	85080
600	340873	84509
601	341447	83944
602	342037	83382
603	342608	82816
604	343222	82259
605	343833	81703
606	344374	81129
607	344919	80556
608	345436	79977
609	346024	79415
610	346602	78850
611	347153	78279
612	347758	77720
613	348339	77156
614	348914	76590
615	349506	76029
616	350085	75464
617	350730	74913
618	351318	74350
619	351868	73778
620	352488	73222
621	353096	72663
622	353679	72098
623	354246	71530
624	354808	70961
625	355347	70388
626	355878	69813
627	356380	69233
628	356942	68664
629	357519	68098
630	358116	67537
631	358694	66971
632	359287	66408
633	359872	65844
634	360426	65274
635	360995	64706
636	361556	64137
637	362169	63578
638	362799	63021
639	363358	62452
640	363928	61884
641	364491	61316
642	365027	60743
643	365575	60172
644	366115	59600
645	366656	59028
646	367147	58448
647	367681	57875
648	368229	57305
649	368762	56732
650	369296	56160
651	369832	55588
652	370417	55023
653	370948	54451
654	371529	53885
655	372070	53314
656	372597	52742
657	373124	52169
658	373732	51607
659	374290	51039
660	374887	50476
661	375485	49913
662	376020	49342
663	376571	48772
664	377128	48204
665	377715	47639
666	378337	47079
667	378926	46514
668	379521	45951
669	380113	45386
670	380710	44822
671	381317	44260
672	381917	43696
673	382501	43130
674	383063	42562
675	383627	41994
676	384188	41426
677	384719	40855
678	385270	40285
679	385824	39717
680	386325	39143
681	386892	38575
682	387428	38005
683	387954	37434
684	388485	36863
685	389065	36297
686	389686	35735
687	390270	35169
688	390876	34605
689	391480	34041
690	392023	33472
691	392555	32902
692	393086	32331
693	393667	31765
694	394264	31200
695	394836	30633
696	395415	30067
697	395937	29496
698	396500	28929
699	397119	28365
700	397719	27800
701	398307	27234
702	398854	26665
703	399408	26097
704	399966	25529
705	400490	24959
706	401065	24392
707	401624	23825
708	402187	23257
709	402803	22693
710	403317	22122
711	403862	21554
712	404448	20988
713	405084	20424
714	405714	19860
715	406334	19295
716	406963	18730
717	407606	18166
718	408208	17600
719	408779	17032
720	409429	16468
721	410077	15903
722	410693	15337
723	411303	14770
724	411913	14203
725	412490	13636
726	413078	13068
727	413631	12499
728	414153	11930
729	414688	11361
730	415207	10791
731	415805	10224
732	416368	9656
733	416978	9089
734	417530	8521
735	418084	7952
736	418650	7384
737	419143	6815
738	419690	6247
739	420269	5679
740	420849	5111
741	421431	4543
742	422053	3976
743	422656	3408
744	423216	2840
745	423764	2272
746	424323	1704
747	424845	1135
748	425435	568
749	426016	0
